Date,Class,Stress_weight,Position,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,862,863,864,865,866,867,868,869,870,871,872,873,874,875,876,877,878,879,880,881,882,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,941,942,943,944,945,988,989,990,991,992,993,994,995,996,997,998,999,1000,1001,1002,1003,1004,1005,1006,1007,1008,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050,1051,1052,1053,1054,1055,1056,1057,1058,1059,1060,1061,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1076,1077,1078,1079,1080,1081,1082,1083,1084,1085,1086,1087,1088,1089,1090,1091,1092,1093,1094,1095,1096,1097,1098,1099,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1156,1157,1158,1159,1160,1161,1162,1163,1164,1165,1166,1167,1168,1169,1170,1171,1172,1173,1174,1175,1176,1177,1178,1179,1180,1181,1182,1183,1184,1185,1186,1187,1188,1189,1190,1191,1192,1193,1194,1195,1196,1197,1219,1220,1221,1222,1223,1224,1225,1226,1227,1228,1229,1230,1231,1232,1233,1234,1235,1236,1237,1238,1239,1240,1241,1242,1243,1244,1245,1246,1247,1248,1249,1250,1251,1252,1253,1254,1255,1256,1257,1258,1259,1260,1282,1283,1284,1285,1286,1287,1288,1289,1290,1291,1292,1293,1294,1295,1296,1297,1298,1299,1300,1301,1302,1303,1304,1305,1306,1307,1308,1309,1310,1311,1312,1313,1314,1315,1316,1317,1318,1319,1320,1321,1322,1323,1387,1388,1389,1390,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1450,1451,1452,1453,1454,1455,1456,1457,1458,1459,1460,1461,1462,1463,1464,1465,1466,1467,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1478,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2164,2165,2166,2167,2168,2169,2170,2171,2172,2173,2174,2175,2176,2177,2178,2179,2180,2181,2182,2183,2184,2185,2186,2187,2188,2189,2190,2191,2192,2193,2194,2195,2196,2197,2198,2199,2200,2201,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2332,2333,2334,2335,2336,2337,2338,2339,2340,2341,2342,2343,2344,2345,2346,2347,2348,2349,2350,2351,2352,2374,2375,2376,2377,2378,2379,2380,2381,2382,2383,2384,2385,2386,2387,2388,2389,2390,2391,2392,2393,2394
17-May-2023,Healty,20,38,-1.3623459614091784,-1.363706203085451,-1.3651216562819768,-1.3666404640007377,-1.368229735150767,-1.3699500552837331,-1.3716878769578267,-1.3733812672902244,-1.3750313610365634,-1.376492404799547,-1.3778224332246394,-1.3791634115828382,-1.3804032391693055,-1.3813094669501698,-1.38187261619842,-1.3822166505562,-1.3820381758224856,-1.3811860416287598,-1.3796584433771086,-1.3776744500783937,-1.3749242550917153,-0.30923747540001295,-0.2793959805658063,-0.2517961236155729,-0.22647493245159994,-0.20347511028368226,-0.18279838065576046,-0.1643397725540775,-0.1481527448978608,-0.1340046253724801,-0.12168238272348496,-0.11110421360983164,-0.10176111895525725,-0.09373453659326296,-0.08674741180576884,-0.08053008107954464,-0.07513933878131783,-0.07034075081951228,-0.06599077519393412,-0.0622557866563521,-0.05895813630599584,-0.05601831325290089,-0.22056098675047853,-0.2400195883171908,-0.2597995734792206,-0.2796189141689816,-0.2994024962922769,-0.31902623386134144,-0.3383642546423399,-0.3572712747392963,-0.3756638162054766,-0.3933757505096755,-0.4103673872030234,-0.4265778883960065,-0.4420274793491471,-0.456552187872816,-0.4702339580055203,-0.48294768370287705,-0.4948354846972319,-0.5058278977327695,-0.5160666770342917,-0.5254625546485353,-0.5342000935331954,-1.0900377839361426,-1.1002390153664872,-1.1102581246342824,-1.1201562723156167,-1.129867324484896,-1.1395327402081092,-1.14917263922268,-1.1587938897059236,-1.1684220435408492,-1.1779118244780824,-1.1872769367565297,-1.1964307566176686,-1.205203448457969,-1.213398511445738,-1.220788494365734,-1.227110698229218,-1.232218485691779,-1.2358820580315666,-1.2380223631546967,-1.2386012307566436,-1.2375922984146577,0.8377791968371819,0.8791527498320042,0.91860231240876,0.9566318353575105,0.9928395524804249,1.0272928226886324,1.0599205647054748,1.090822603382013,1.1198434802545412,1.1474239744808843,1.173362910097293,1.1976941508424248,1.220249673357265,1.2413265496328558,1.2608761151690073,1.279003214045891,1.295775342813459,1.3111114276164366,1.3251422605119572,1.3380914602386726,1.349889520719803,1.3926985701825605,1.3928576638405403,1.3929130864069905,1.3931233557090412,1.3933615549871137,1.3935314945844213,1.3937799984224488,1.3939312237276595,1.394037993222049,1.3941900948277717,1.394274843639647,1.3942323881797354,1.3941931565269439,1.3941340008897252,1.393848854538118,1.3936305058371006,1.3933511036124133,1.3929990785562423,1.3928549691782321,1.3925052503370219,1.392280866938235,1.3883920272525454,1.3875762526481505,1.3866436884429807,1.3858041252618436,1.3847268598317197,1.383582585704808,1.3826534777634412,1.3813612602526126,1.3800814287066197,1.378872806900186,1.3772860423060733,1.375471341702195,1.3738517716590501,1.3721099186967338,1.3704145310720683,1.3689349886511446,1.3672592436159794,1.3653011432386928,1.3631012068597395,1.3608819949281508,1.3583339332597064,1.3449412199505304,1.3470610979428634,1.3488141745866131,1.3503759195011706,1.3517870171935775,1.3530385180816369,1.3541562600312473,1.3551587906385996,1.3561051753110152,1.3570336837588393,1.3580058359484208,1.3590517136093987,1.3602099443130604,1.361403236213144,1.362624565141672,1.36388197532324,1.3651528404645112,1.366408170770519,1.3676289873767549,1.3688189698277846,1.3699875861453723,1.3920788253792165,1.3930031725465952,1.3939109831739354,1.39476035541526,1.3955280940700914,1.3962411916411301,1.3969285385175239,1.3975928828877935,1.398221939722239,1.3988137881946066,1.399366557946209,1.3998986879914987,1.4004282885410675,1.4009239794723733,1.4013809266040527,1.4017926945564243,1.4021705207748099,1.40252547294997,1.402873400957149,1.4032401166637989,1.4036338676941142,1.4040328428824598,1.404413590102553,1.4047774842133105,1.4051256844394955,1.4054693594070125,1.4057791216976263,1.4060598253738599,1.406306198868756,1.4065315503272726,1.4067488590905084,1.4069628660512885,1.4071463554261554,1.4072915292110721,1.4074127813683837,1.4074989830345126,1.40755944624056,1.4075887571927843,1.4075827836678239,1.4075466519472122,1.4074703052208801,1.4073582412197276,1.4072119739708222,1.407055177351881,1.406898070280927,1.4067285757158154,1.4065318271342402,1.406297139175498,1.406060005833651,1.4058106471055951,1.4055241610694353,1.405179969191667,1.4047864597939532,1.4043330790371344,1.4038105837095223,1.403228666642964,1.4026355197776914,1.4020444390240965,1.4014647945274548,1.400887587767318,1.4002919939896183,1.3996820918915067,1.3990563888564052,1.3983966033898498,1.3976992868746387,1.3969821151944117,1.3962499821740197,1.395541100938956,1.3948617187625085,1.3941908732517867,1.3935197494047764,1.392845813137797,1.3921781272027458,1.3915085877315327,1.3908104300901745,1.3900900009577795,1.3893787813920302,1.3887097771829089,1.388041638569059,1.3873434166962513,1.3866097711781156,1.3858618892176204,1.3851045147662329,1.3843359823941843,1.2103313401777362,1.207357145651656,1.204643117559954,1.202207191770714,1.200046090950603,1.1981665303449116,1.1965372521767152,1.1951022374446645,1.193805141402185,1.1926773411131832,1.1916630056826967,1.1906979113061438,1.189739602523611,1.1888267879603616,1.1879872507776683,1.1872209481545668,1.1864995861368095,1.1857811680605654,1.1850317445452425,1.1842839344628004,1.183548221303665,1.1828362768401084,1.1821392004281792,1.1814347297527634,1.1807055376152435,1.1799882282961918,1.1792581751513622,1.1785044955377386,1.1777373364952868,1.176980237321548,1.1762561102927498,1.1755840275619327,1.174974607199707,1.1744338212017096,1.1739653001742552,1.1735711561086302,1.1732410752689606,1.1729663986438956,1.172749768898858,1.1725909765169709,1.1724929103842154,1.172463174280958,1.1824903476545174,1.1831634917335994,1.1838284677131392,1.184501660730469,1.1851841091940503,1.1858564106176652,1.1864983030371057,1.1871259697194303,1.187773457921725,1.1884331806861497,1.1890989320310639,1.189771611196784,1.1904742986847692,1.1911795217857573,1.1918641556479994,1.1924980741915718,1.1931040474659171,1.193697582778539,1.1942968790406026,1.1948855465268169,1.1954694639442813,1.1960660502508342,1.1966984471207418,1.1973632212300058,1.198037923686439,1.19870113330107,1.1993935605793897,1.2000880983196756,1.2007523295202465,1.2013354302806907,1.2018884829565433,1.2024439580756972,1.2029985553650187,1.2035090287060177,1.2039404224253674,1.2043124861649883,1.2046695228036717,1.2050399226428428,1.205397314083828,1.2057073011845203,1.205961974300501,1.2061561306842268,1.1949578420837639,1.1938069261189368,1.1925580480151332,1.1911985526471505,1.1897098786549158,1.1881362356286878,1.1864847226731423,1.1847306596178213,1.1828379483871592,1.1808086505048763,1.178686894507257,1.1764929454171453,1.1742165246730356,1.1718442690744402,1.1693474258710337,1.166705934968882,1.1638943025991453,1.160915689866817,1.157835548620651,1.1546363895540828,1.1513314856377044,1.147898271750984,1.1443220893591721,1.1405830251830802,1.1366659267175108,1.1326021327933609,1.1283942432550822,1.1240846493311345,1.1196442954657804,1.1149928235256297,1.1101035820464003,1.105003988681825,1.0997285739541989,1.0943066946953512,1.0887631457747589,1.083068279789742,1.0772203747256779,1.0711982556141628,1.0650289164872142,1.0587077066819028,1.0522202337652036,1.0455730768729024,0.23816332977738144,0.19938858435607917,0.15982746398318068,0.11986482516233361,0.07960963502115018,0.039257776545935895,-0.0008243113636285577,-0.04052841400550225,-0.07965920812459663,-0.11808836234008731,-0.1555429128656088,-0.19178574318183725,-0.22675412057144934,-0.2604318801192313,-0.29253798169849105,-0.3231979182716368,-0.352412882708478,-0.38000841932895896,-0.4059928751630933,-0.43043263647431995,-0.4534580640514553,-0.47500014731748497,-0.4952125080224755,-0.5141497245480893,-0.5318056964357848,-0.5484063792255829,-0.5638661233359716,-0.578307687304724,-0.5918929068610573,-0.6045510968222652,-0.6164697763221162,-0.6276757910485643,-0.6381232262192554,-0.6479737768659426,-0.6572357670788355,-0.6659260453793068,-0.6741622226131143,-0.6818818382819425,-0.6891557687335326,-0.6960131658707993,-0.7024337264378884,-0.7085040130205108,-0.7689955390204991,-0.7692977036480293,-0.7694149551035239,-0.7693561068596778,-0.7690934017536583,-0.7685929546363252,-0.7678500077923297,-0.7668718423154605,-0.7656183884854209,-0.7640654157519112,-0.7621979123071988,-0.7600098113377869,-0.757478526312663,-0.754616969282835,-0.7514312988210149,-0.7479283204023888,-0.7440933112607525,-0.7398943024852593,-0.7353484484613372,-0.7304981954729756,-0.7253431474262261,-0.71988785099024,-0.7141657462819598,-0.7082071765447885,-0.7020168169107799,-0.695566654820617,-0.6888539145580161,-0.6819081961167317,-0.674769449930079,-0.6674232743891104,-0.659916752676864,-0.6522885521269519,-0.6445202383128843,-0.6365872121181789,-0.6284979000975022,-0.6202808546602258,-0.6119611398361936,-0.6035374037062902,-0.5950234285047552,-0.5864330377574754,-0.5777802430967302,-0.5690416428638052,-0.560237211510699,-0.5513787676244282,-0.5424601969825684,-0.5334235826973164,-0.5243116784460355,-0.5151834685820755,-0.5060646839189165,-0.49693620795323024,-0.48778271995458916,-0.47858809324078544,-0.46933356916943236,-0.45999129881848233,-0.45059257360990285,-0.44118664530286905,-0.4317804493647883,-0.42233731728363744,-0.4128282500885259,-0.403308679521826,-0.3937842487753197,-0.38422091365056005,-0.3745963598355406,-0.3649511938419733,-0.3553162498250653,-0.3456832052239284,-0.3360139799639317,-0.3263375301949974,-0.31666270456418544,-0.306970386568168,-0.2972277967563578,-0.28747234689042916,-0.2777334595629832,-0.26801189790483415,-0.2583040450735526,-0.24866454368225116,-0.23907435981089598,-0.22950117127566094,-0.2199276095862803,-0.21036174343647968,-0.20087043470830043,-0.1914129117234433,-0.18200604747240684,-0.17268677351030048,-0.16341557984804567,-0.15417306399942304,-0.1449552894940698,-0.13579088214872712,-0.1267117864051185,-0.11773022917877189,-0.10880114751872268,-0.099906522973593,-0.0910627207995511,-0.08223000772676008,-0.07340626258801122,-0.0646669129881559,-0.05606058825302154,-0.04749898695975434,-0.03894849006094044,-0.030449924290408412,-0.022054128841769563,-0.01375797778439975,-0.00552368008519903,0.0026979074332677297,0.010899009706767973,0.01903139350342367,0.027035650848171718,0.034873270398065946,0.04260672794462381,0.05025622427924406,0.057863730067313365,0.06537526947935343,0.07274612366145845,0.08004009126717694,0.08727812704279785,0.09446468283961391,0.10154077583359893,0.10852217637533572,0.1154291234892305,0.12230084271079057,0.12911816248115998,0.13587962229948292,0.14260453289276218,0.14924470385008803,0.15578331417785068,0.1622857056137477,0.1687951349815092,0.17524938647406468,0.18160210792346215,0.18785281300585707,0.19401188886449824,0.20009500797347504,0.20612996419930626,0.21206252019874824,0.2178346107399317,0.2234157931736362,0.2289115798929923,0.234387996241855,0.23980702943568724,0.24515900958244524,0.2504344992467647,0.25558388269124804,0.2607235427174787,0.2658336272190796,0.2708432766708337,0.2757698610923245,0.2806575870151704,0.41364212356081514,0.4108568016169403,0.40798415548586225,0.4048683520204073,0.40152809021947083,0.3981857103099667,0.39492108410144033,0.39159734201802116,0.38813865271430537,0.3845467687913194,0.3808275184885981,0.3770233297382876,0.3731627870654854,0.36919778417189547,0.36515308839923033,0.3611002077045004,0.3569692613274576,0.3526642859507152,0.34821536636255046,0.34367077708648763,0.3390519041371321,0.15195081159213078,0.15045805125614492,0.14905814818808577,0.14780275670926996,0.14678476926198653,0.1460038662183029,0.14537817388844337,0.14491574108496882,0.1446124126447162,0.14440479518400737,0.14425665298845464,0.14403716341451905,0.14372356711799844,0.14350063657346432,0.14342727049233028,0.14345721305382345,0.14354263782525686,0.1435650041341508,0.14354460911908007,0.14365764117996,0.14386346321867585,-1.1336331777640916,-1.1574812435349773,-1.179748261310906,-1.2005241642994553,-1.219790089864461,-1.2374815695100987,-1.253690064234893,-1.268611034932755,-1.2822521557327813,-1.2946061853035113,-1.3058456263830194,-1.3161097342867916,-1.325390100812004,-1.3337409938883042,-1.3412530884436014,-1.3480195032595872,-1.3541885472277244,-1.3598065786332443,-1.3648456216205163,-1.3693831714353928,-1.373493176830029,-1.338102581642664,-1.3352210700420017,-1.3322327078929757,-1.3292606100649813,-1.3264103394187183,-1.3235734426781838,-1.3206025239561148,-1.3175306670378313,-1.3144237321006005,-1.3113842310111905,-1.3084017276881044,-1.3054006492410644,-1.3023360688286079,-1.2991170056587742,-1.2957361954602984,-1.2922746524449662,-1.2888302026422505,-1.2854604861329864,-1.2820615993689635,-1.278456599995374,-1.2746208705438924,-1.2706840927851366,-1.2668205052356842,-1.263006391196846,-1.2591406595403802,-1.2552394369484952,-1.2513147087041177,-1.247423861020919,-1.2435532187170784,-1.2395945166229856,-1.2356221959319216,-1.231726971334121,-1.2278924393404076,-1.2240926519738233,-1.220173409401241,-1.2160801271237163,-1.2119537136519434,-1.2078473878018676,-1.2037767088778781,-1.1996990669587169,-1.1955714590878155,-1.1914009599007267,-0.9933964561717235,-0.9882281290371018,-0.9830717948320082,-0.9778958730929443,-0.9727292740902236,-0.9676866922558557,-0.9627691017668502,-0.9578708801190168,-0.9528824912776043,-0.9476745363962431,-0.9424151596502487,-0.937261523166105,-0.932244832723845,-0.9273631399694494,-0.922334357191844,-0.9171179023484427,-0.911858982869208,-0.9065386015377923,-0.9012154796644595,-0.8958880451079757,-0.8905185251870842,-0.7747596495685328,-0.7694920802538723,-0.7642561801032854,-0.7591458937314094,-0.7540104485118329,-0.7487670577505818,-0.7434764125224235,-0.7381780855185675,-0.7328969174880993,-0.7276693873073296,-0.7225451978849129,-0.7174035283318528,-0.7121577487723456,-0.7068857092545467,-0.7016411026836841,-0.6964865333141779,-0.6913680421390734,-0.6861435644815551,-0.6810626532933536,-0.6763879463903965,-0.6719332031506577,-0.5350478982212473,-0.5331589751168853,-0.5312991274494258,-0.5295460676281993,-0.5278933618028451,-0.5263451223155597,-0.5248046747150312,-0.5231827556359575,-0.5214739268154722,-0.5197383563008108,-0.5180983606561895,-0.5165533954435945,-0.5150718174973957,-0.5136158633122585,-0.5121810688023253,-0.5108634141075074,-0.5096499015348616,-0.508548110395628,-0.5074627181576095,-0.5062658965863495,-0.5048862340720158,-0.5033804714551263,-0.5018803260315748,-0.5004692329271279,-0.49921591826523226,-0.49807757331299435,-0.49704526072277727,-0.4960885256107996,-0.4951507601874044,-0.4942136630769658,-0.49332357574219216,-0.49257964707458585,-0.49200745954356184,-0.49151342027814404,-0.49104372779136607,-0.49047887946829977,-0.489787447777474,-0.4890196188927465,-0.48826392822297243,-0.4876194069019941,-0.48707043904057323,-0.4866558418457075,-0.4863416231158383,-0.4861141719005973,-0.4859161738643633,-0.48562653742845435,-0.4852197091805412,-0.48470053859518797,-0.48415303888122224,-0.4836603148312336,-0.4833407037181061,-0.4832214029734547,-0.48317508292122974,-0.4830827165651074,-0.4829062865325893,-0.4827219743834183,-0.48263264678666606,-0.4826789943666552,-0.4828996446946732,-0.4832742119315687,-0.48376169653032536,-0.48438178848937036,-0.4850989632282379,-0.8271086508491795,-0.8314414307976836,-0.8357368555693635,-0.8399888109417948,-0.8442212980672367,-0.8484800099766044,-0.8527638348540646,-0.8570732620821022,-0.8613959898084959,-0.8657616057924368,-0.8701609968144585,-0.8745512532065294,-0.8788816703552217,-0.8831354547946917,-0.8873465222604842,-0.8915732132621166,-0.8958668441411242,-0.9002366917542416,-0.9046739456874157,-0.9091240504987871,-0.9135731153723774,-1.0026265921727895,-1.0064899656174047,-1.0104044015363902,-1.0143627167124556,-1.0183887226621469,-1.0224532246615803,-1.0265155076173078,-1.0305638584654098,-1.0345635402253575,-1.0384744678836522,-1.0422572063879076,-1.0459254385665466,-1.0495376043349038,-1.0530981096646663,-1.056624472919484,-1.0603048953099654,-1.064180287682553,-1.0682342496067116,-1.0722842551793412,-1.076266285524776,-1.080222519295959
