Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,LV,Max Variables,accuracy,recall,precision,f1,cutoff,nLV
97,0,0.1,19,19 wavelengths,5.0,20.0,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,5.0
97,1,0.1,20,20 wavelengths,3.0,20.0,0.6666666666666666,0.6842105263157895,0.65,0.6666666666666666,0.5,3.0
97,2,0.1,20,20 wavelengths,4.0,20.0,0.6923076923076923,0.5789473684210527,0.7333333333333333,0.6470588235294118,0.5,4.0
97,3,0.1,20,20 wavelengths,4.0,20.0,0.717948717948718,0.7368421052631579,0.7,0.717948717948718,0.5,4.0
97,4,0.1,20,20 wavelengths,7.0,20.0,0.717948717948718,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
97,5,0.1,20,20 wavelengths,8.0,20.0,0.717948717948718,0.7368421052631579,0.7,0.717948717948718,0.5,8.0
97,6,0.1,20,20 wavelengths,5.0,20.0,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,5.0
97,7,0.1,20,20 wavelengths,5.0,20.0,0.6410256410256411,0.5789473684210527,0.6470588235294118,0.6111111111111112,0.5,5.0
97,8,0.1,20,20 wavelengths,6.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,6.0
97,9,0.1,20,20 wavelengths,8.0,20.0,0.717948717948718,0.7368421052631579,0.7,0.717948717948718,0.5,8.0
97,10,0.1,19,19 wavelengths,10.0,20.0,0.6923076923076923,0.7368421052631579,0.6666666666666666,0.7,0.5,10.0
97,11,0.1,20,20 wavelengths,9.0,20.0,0.7435897435897436,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5,9.0
97,12,0.1,20,20 wavelengths,5.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,5.0
97,13,0.1,20,20 wavelengths,4.0,20.0,0.6666666666666666,0.6842105263157895,0.65,0.6666666666666666,0.5,4.0
97,14,0.1,20,20 wavelengths,4.0,20.0,0.7692307692307693,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.5,4.0
97,15,0.1,20,20 wavelengths,5.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,5.0
97,16,0.1,20,20 wavelengths,7.0,20.0,0.717948717948718,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
97,17,0.1,20,20 wavelengths,8.0,20.0,0.7435897435897436,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.5,8.0
97,18,0.1,20,20 wavelengths,8.0,20.0,0.7692307692307693,0.631578947368421,0.8571428571428571,0.7272727272727273,0.5,8.0
97,19,0.1,20,20 wavelengths,4.0,20.0,0.6923076923076923,0.5263157894736842,0.7692307692307693,0.625,0.5,4.0
97,20,0.1,20,20 wavelengths,7.0,20.0,0.717948717948718,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
97,21,0.1,19,19 wavelengths,10.0,20.0,0.7948717948717948,0.8947368421052632,0.7391304347826086,0.8095238095238095,0.5,10.0
97,22,0.1,20,20 wavelengths,9.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,9.0
97,23,0.1,20,20 wavelengths,8.0,20.0,0.7948717948717948,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.5,8.0
97,24,0.1,20,20 wavelengths,4.0,20.0,0.6923076923076923,0.5789473684210527,0.7333333333333333,0.6470588235294118,0.5,4.0
97,25,0.1,20,20 wavelengths,7.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,7.0
97,26,0.1,20,20 wavelengths,4.0,20.0,0.6923076923076923,0.8421052631578947,0.64,0.7272727272727273,0.5,4.0
97,27,0.1,20,20 wavelengths,10.0,20.0,0.6666666666666666,0.5789473684210527,0.6875,0.6285714285714286,0.5,10.0
97,28,0.1,19,19 wavelengths,7.0,20.0,0.7435897435897436,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5,7.0
97,29,0.1,20,20 wavelengths,10.0,20.0,0.7435897435897436,0.7894736842105263,0.7142857142857143,0.75,0.5,10.0
97,30,0.1,20,20 wavelengths,2.0,20.0,0.6410256410256411,0.631578947368421,0.631578947368421,0.631578947368421,0.5,2.0
97,31,0.1,20,20 wavelengths,5.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,5.0
97,32,0.1,20,20 wavelengths,7.0,20.0,0.7435897435897436,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.5,7.0
97,33,0.1,20,20 wavelengths,7.0,20.0,0.8205128205128205,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.5,7.0
97,34,0.1,20,20 wavelengths,5.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,5.0
97,35,0.1,20,20 wavelengths,5.0,20.0,0.717948717948718,0.7368421052631579,0.7,0.717948717948718,0.5,5.0
97,36,0.1,20,20 wavelengths,2.0,20.0,0.6153846153846154,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5,2.0
97,37,0.1,20,20 wavelengths,6.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,6.0
97,38,0.1,20,20 wavelengths,7.0,20.0,0.717948717948718,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
97,39,0.1,20,20 wavelengths,10.0,20.0,0.7435897435897436,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.5,10.0
97,40,0.1,19,19 wavelengths,2.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,2.0
97,41,0.1,20,20 wavelengths,4.0,20.0,0.717948717948718,0.7894736842105263,0.6818181818181818,0.7317073170731707,0.5,4.0
97,42,0.1,20,20 wavelengths,8.0,20.0,0.7692307692307693,0.6842105263157895,0.8125,0.7428571428571429,0.5,8.0
97,43,0.1,20,20 wavelengths,9.0,20.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,9.0
97,44,0.1,20,20 wavelengths,4.0,20.0,0.6923076923076923,0.7368421052631579,0.6666666666666666,0.7,0.5,4.0
97,45,0.1,20,20 wavelengths,10.0,20.0,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,10.0
97,46,0.1,20,20 wavelengths,9.0,20.0,0.717948717948718,0.7368421052631579,0.7,0.717948717948718,0.5,9.0
97,47,0.1,20,20 wavelengths,5.0,20.0,0.6666666666666666,0.6842105263157895,0.65,0.6666666666666666,0.5,5.0
97,48,0.1,20,20 wavelengths,4.0,20.0,0.6410256410256411,0.5789473684210527,0.6470588235294118,0.6111111111111112,0.5,4.0
97,49,0.1,20,20 wavelengths,10.0,20.0,0.6666666666666666,0.7368421052631579,0.6363636363636364,0.6829268292682927,0.5,10.0
97,50,0.1,20,20 wavelengths,10.0,20.0,0.8205128205128205,0.8947368421052632,0.7727272727272727,0.8292682926829268,0.5,10.0
97,51,0.1,20,20 wavelengths,4.0,20.0,0.5897435897435898,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5,4.0
97,52,0.1,20,20 wavelengths,4.0,20.0,0.5641025641025641,0.5789473684210527,0.55,0.5641025641025641,0.5,4.0
97,53,0.1,19,19 wavelengths,9.0,20.0,0.7435897435897436,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.5,9.0
97,54,0.1,20,20 wavelengths,7.0,20.0,0.717948717948718,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
97,55,0.1,20,20 wavelengths,7.0,20.0,0.7435897435897436,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.5,7.0
97,56,0.1,20,20 wavelengths,7.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,7.0
97,57,0.1,20,20 wavelengths,8.0,20.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,8.0
97,58,0.1,20,20 wavelengths,10.0,20.0,0.7692307692307693,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.5,10.0
97,59,0.1,20,20 wavelengths,10.0,20.0,0.717948717948718,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,10.0
97,60,0.1,20,20 wavelengths,7.0,20.0,0.717948717948718,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
97,61,0.1,20,20 wavelengths,10.0,20.0,0.7435897435897436,0.8421052631578947,0.6956521739130435,0.7619047619047619,0.5,10.0
97,62,0.1,20,20 wavelengths,4.0,20.0,0.6153846153846154,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5,4.0
97,63,0.1,20,20 wavelengths,9.0,20.0,0.7948717948717948,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.5,9.0
97,64,0.1,19,19 wavelengths,3.0,20.0,0.6410256410256411,0.5263157894736842,0.6666666666666666,0.5882352941176471,0.5,3.0
97,65,0.1,20,20 wavelengths,6.0,20.0,0.7435897435897436,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5,6.0
97,66,0.1,20,20 wavelengths,7.0,20.0,0.7692307692307693,0.6842105263157895,0.8125,0.7428571428571429,0.5,7.0
97,67,0.1,20,20 wavelengths,4.0,20.0,0.6153846153846154,0.631578947368421,0.6,0.6153846153846154,0.5,4.0
97,68,0.1,20,20 wavelengths,3.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,3.0
97,69,0.1,20,20 wavelengths,4.0,20.0,0.6410256410256411,0.6842105263157895,0.6190476190476191,0.65,0.5,4.0
97,70,0.1,20,20 wavelengths,4.0,20.0,0.6666666666666666,0.6842105263157895,0.65,0.6666666666666666,0.5,4.0
97,71,0.1,20,20 wavelengths,6.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,6.0
97,72,0.1,19,19 wavelengths,9.0,20.0,0.6666666666666666,0.5789473684210527,0.6875,0.6285714285714286,0.5,9.0
97,73,0.1,20,20 wavelengths,7.0,20.0,0.6923076923076923,0.7368421052631579,0.6666666666666666,0.7,0.5,7.0
97,74,0.1,20,20 wavelengths,9.0,20.0,0.6153846153846154,0.631578947368421,0.6,0.6153846153846154,0.5,9.0
97,75,0.1,20,20 wavelengths,8.0,20.0,0.6666666666666666,0.6842105263157895,0.65,0.6666666666666666,0.5,8.0
97,76,0.1,20,20 wavelengths,7.0,20.0,0.6923076923076923,0.5789473684210527,0.7333333333333333,0.6470588235294118,0.5,7.0
97,77,0.1,20,20 wavelengths,10.0,20.0,0.7692307692307693,0.7894736842105263,0.75,0.7692307692307693,0.5,10.0
97,78,0.1,20,20 wavelengths,5.0,20.0,0.6410256410256411,0.5789473684210527,0.6470588235294118,0.6111111111111112,0.5,5.0
97,79,0.1,20,20 wavelengths,8.0,20.0,0.717948717948718,0.7368421052631579,0.7,0.717948717948718,0.5,8.0
97,80,0.1,20,20 wavelengths,10.0,20.0,0.8205128205128205,0.8421052631578947,0.8,0.8205128205128205,0.5,10.0
97,81,0.1,20,20 wavelengths,3.0,20.0,0.6153846153846154,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.5,3.0
97,82,0.1,20,20 wavelengths,6.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,6.0
97,83,0.1,20,20 wavelengths,4.0,20.0,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,4.0
97,84,0.1,20,20 wavelengths,6.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,6.0
97,85,0.1,20,20 wavelengths,5.0,20.0,0.6410256410256411,0.5789473684210527,0.6470588235294118,0.6111111111111112,0.5,5.0
97,86,0.1,20,20 wavelengths,7.0,20.0,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,7.0
97,87,0.1,20,20 wavelengths,10.0,20.0,0.7948717948717948,0.8421052631578947,0.7619047619047619,0.8,0.5,10.0
97,88,0.1,20,20 wavelengths,4.0,20.0,0.6410256410256411,0.631578947368421,0.631578947368421,0.631578947368421,0.5,4.0
97,89,0.1,20,20 wavelengths,6.0,20.0,0.6923076923076923,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,6.0
97,90,0.1,20,20 wavelengths,3.0,20.0,0.717948717948718,0.5789473684210527,0.7857142857142857,0.6666666666666666,0.5,3.0
97,91,0.1,20,20 wavelengths,4.0,20.0,0.6923076923076923,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.5,4.0
97,92,0.1,20,20 wavelengths,3.0,20.0,0.6410256410256411,0.5789473684210527,0.6470588235294118,0.6111111111111112,0.5,3.0
97,93,0.1,20,20 wavelengths,8.0,20.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,8.0
97,94,0.1,20,20 wavelengths,8.0,20.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,8.0
97,95,0.1,20,20 wavelengths,6.0,20.0,0.6666666666666666,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,6.0
97,96,0.1,20,20 wavelengths,10.0,20.0,0.7692307692307693,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.5,10.0
97,97,0.1,20,20 wavelengths,6.0,20.0,0.7692307692307693,0.6842105263157895,0.8125,0.7428571428571429,0.5,6.0
97,98,0.1,19,19 wavelengths,4.0,20.0,0.5641025641025641,0.5263157894736842,0.5555555555555556,0.5405405405405406,0.5,4.0
97,99,0.1,20,20 wavelengths,9.0,20.0,0.6410256410256411,0.5789473684210527,0.6470588235294118,0.6111111111111112,0.5,9.0
97,100,0.1,20,20 wavelengths,4.0,20.0,0.6923076923076923,0.631578947368421,0.7058823529411765,0.6666666666666666,0.5,4.0
97,101,0.1,19,19 wavelengths,9.0,20.0,0.717948717948718,0.5789473684210527,0.7857142857142857,0.6666666666666666,0.5,9.0
