Run,Iteration,Wavelengths,Cofficients,Weights
55,0,418.000,-1.8901246487296102,0.021616106576752236
55,0,490.000,0.1540625917469229,0.0017619120542819598
55,0,594.000,0.13732434885336633,0.001570487831261606
55,0,605.000,0.03253158352480502,0.0003720422232763015
55,0,647.000,-0.5344574551153773,0.006112236734375532
55,0,650.000,-0.6610440277283698,0.007559923714505311
55,0,690.000,1.2540645088351954,0.014341907077569643
55,0,705.000,0.41929396897713,0.00479518804566188
55,0,719.000,1.2486655347804678,0.014280162579051753
55,0,816.000,1.5326077450589455,0.017527422003525927
55,0,888.000,-1.181589867727565,0.013513062499860248
55,0,1037.000,1.982148206501445,0.022668519196049525
55,0,1052.000,2.5102216896948257,0.028707746662204773
55,0,1064.000,2.474368143608722,0.02829771334833173
55,0,1129.000,4.326005108064684,0.049473661713449225
55,0,1142.000,-1.1349597366808135,0.012979784505167161
55,0,1202.000,-0.5333488192783171,0.006099557998914985
55,0,1206.000,-0.4980751757910728,0.005696156647854296
55,0,1300.000,-0.5339217120472436,0.006106109794934623
55,0,1334.000,-2.8119245344251937,0.03215812272633593
55,0,1346.000,-0.7717115999092473,0.00882555560627505
55,0,1351.000,1.143880586265535,0.013081806366798416
55,0,1377.000,-3.6051590109931335,0.04122982125022506
55,0,1437.000,2.1016949359284363,0.02403569614172496
55,0,1450.000,1.2083647776274986,0.013819269451009692
55,0,1466.000,2.05756864349007,0.023531052894611205
55,0,1487.000,1.4131188976352937,0.016160907016073145
55,0,1489.000,1.1654904796689043,0.013328944437419022
55,0,1490.000,1.0369012387763397,0.011858354263577542
55,0,1517.000,-0.3765284669811272,0.004306107259600902
55,0,1552.000,-0.4510168760606692,0.005157981970868391
55,0,1559.000,-0.4880735922945608,0.005581775146643675
55,0,1563.000,-0.4504409776795222,0.005151395801647953
55,0,1569.000,-0.3345336175673118,0.0038258399178603348
55,0,1704.000,3.599583595003448,0.04116605890189328
55,0,1754.000,0.6246461356524191,0.007143665075260706
55,0,1757.000,0.4338504862191823,0.004961661314132307
55,0,1819.000,2.109087476292065,0.024120239740730746
55,0,1830.000,1.697448436840163,0.019412596065524045
55,0,1832.000,1.6080064126056843,0.01838970673936642
55,0,1893.000,-9.815594764349958,0.11225447098581931
55,0,1901.000,-2.061182572516838,0.02357238301273645
55,0,1930.000,-0.376566426765377,0.004306541380568811
55,0,1949.000,-0.015426412173080198,0.000176421681953269
55,0,1970.000,0.7118573641692683,0.008141042264948573
55,0,2073.000,0.5763511224541884,0.006591346923587339
55,0,2076.000,0.04070262079119838,0.00046548897691325706
55,0,2097.000,-0.36025326009253206,0.004119978473386183
55,0,2180.000,-0.822572513134269,0.009407218260958673
55,0,2188.000,-1.3752231424727857,0.015727518306524354
55,0,2195.000,-1.8035787756536705,0.020626338617562363
55,0,2267.000,-1.019817145592089,0.011662974779327052
55,0,2300.000,-0.9983725292203413,0.011417726872898857
55,0,2389.000,-1.4842070244617627,0.01697389494618423
55,0,2390.000,-1.5516945152728499,0.017745704781557018
55,0,2392.000,-1.1597768118902378,0.013263600994736117
55,0,2403.000,4.148801588429909,0.0474471021588847
55,0,2438.000,-0.7323006284030452,0.008374838368687573
55,0,2463.000,1.9691741678746515,0.02252014368976947
55,0,2479.000,2.3029327483680953,0.0263371200207754
55,0,2482.000,1.5863367569723217,0.018141885207613416
55,1,434.000,-0.26741314954730516,0.011212073335531734
55,1,451.000,-0.08729904178630764,0.0036602659977144508
55,1,470.000,-0.029638524470188613,0.0012426812611094928
55,1,569.000,0.05058863583638625,0.00212107555631528
55,1,592.000,0.07350285805761952,0.0030818209063702895
55,1,604.000,0.06927315239645195,0.002904478205979502
55,1,822.000,-0.30449521958604925,0.012766846873824674
55,1,835.000,-0.21896927657363335,0.009180923194420562
55,1,890.000,-0.09668967841040581,0.004053995725197778
55,1,914.000,-0.09675838175111791,0.0040568763123931505
55,1,944.000,-0.32689211994972656,0.013705902001783987
55,1,945.000,-0.3276873188875954,0.013739243027918324
55,1,953.000,-0.19496273783028029,0.008174379300156515
55,1,1031.000,0.381362495517078,0.01598973077575781
55,1,1060.000,0.35015140835939257,0.01468111525447157
55,1,1115.000,0.28533537427985006,0.011963514685283411
55,1,1130.000,0.5477282692002187,0.02296509925788205
55,1,1136.000,0.23028051864666987,0.009655179886185835
55,1,1175.000,0.9948181235191822,0.04171064053991111
55,1,1257.000,0.32302981935909486,0.013543963826569572
55,1,1299.000,-0.134969631464493,0.005658993989679955
55,1,1305.000,-0.28824643320778776,0.012085569289701127
55,1,1337.000,-0.6480805847822334,0.027172661689275998
55,1,1341.000,-0.616245826431354,0.025837896940970866
55,1,1346.000,-0.5430464479655375,0.02276880029832842
55,1,1356.000,-0.39812017462186045,0.016692345166165305
55,1,1385.000,-0.8755998130682666,0.03671206645342103
55,1,1546.000,0.4954402325095243,0.020772771382684085
55,1,1549.000,0.48188853046886443,0.020204576896517744
55,1,1572.000,0.40012033044439066,0.016776207511015075
55,1,1596.000,0.3349205608273333,0.014042517714369892
55,1,1620.000,0.3977092803274014,0.016675117228906328
55,1,1641.000,0.2938231144836938,0.012319387856739411
55,1,1670.000,0.15008659681949837,0.006292816688593382
55,1,1682.000,0.14707369263699838,0.006166491925939388
55,1,1752.000,-0.16128336357049644,0.006762273669843386
55,1,1812.000,-0.05284908799344335,0.0022158515813510333
55,1,1826.000,-0.11883837364646546,0.004982644131955028
55,1,1844.000,-0.32580249775956005,0.013660216425271196
55,1,1856.000,-0.6669284764863422,0.02796291431658461
55,1,1906.000,-0.5112903548434199,0.021437333818322087
55,1,1918.000,-0.3416880097889825,0.014326262676728433
55,1,1964.000,-0.1359393209749006,0.005699651040097226
55,1,1965.000,-0.12850565389027535,0.005387972947057142
55,1,1973.000,-0.07350428687514783,0.003081880813696977
55,1,2050.000,1.5987648207211416,0.06703286074951481
55,1,2071.000,1.3377832025472989,0.056090448055358066
55,1,2079.000,1.1258818037728968,0.047205866175288394
55,1,2112.000,0.5278534699919307,0.02213179054950504
55,1,2116.000,0.5042311637107281,0.021141356717707314
55,1,2146.000,0.2232413499030152,0.009360042282411876
55,1,2192.000,0.007330520512659532,0.00030735337329033984
55,1,2219.000,-0.14998568364851006,0.0062885856106693625
55,1,2223.000,-0.16701233663813525,0.007002477512774788
55,1,2241.000,-0.26098608226264425,0.010942599864051352
55,1,2246.000,-0.2702425793245631,0.01133070540061177
55,1,2338.000,-0.6446827108481096,0.02703019595115212
55,1,2348.000,-0.8440435328543715,0.035388977710202024
55,1,2362.000,-1.030818083249929,0.04322004345917899
55,1,2429.000,-1.178729710062963,0.04942166821029158
55,2,402.000,0.027031402810725774,0.001071851113816009
55,2,423.000,-0.161620539841558,0.006408589182651724
55,2,425.000,-0.17091132250655455,0.006776987960082086
55,2,451.000,-0.0017609527044378374,6.982542233731494e-05
55,2,477.000,0.08380249208325134,0.003322942398104071
55,2,523.000,0.10942189969004547,0.004338804977302243
55,2,571.000,0.08338595929067373,0.003306426010079693
55,2,600.000,0.09757708798205059,0.003869133657946312
55,2,641.000,0.0961311521296821,0.0038117993063138947
55,2,670.000,0.04704860619394353,0.0018655746912424175
55,2,673.000,0.05143271900795739,0.0020394138454919793
55,2,702.000,0.15528845162346125,0.006157508768628401
55,2,724.000,0.10127775950040391,0.004015872949154695
55,2,751.000,0.09879739309136004,0.003917521283248899
55,2,756.000,0.18438823745865773,0.0073113755537767685
55,2,808.000,-0.10906903802270365,0.00432481328128071
55,2,843.000,-0.030759780362961866,0.0012196890066576334
55,2,950.000,-0.20813709743222844,0.008253067044698276
55,2,1032.000,0.5881891713859992,0.02332291901012412
55,2,1046.000,0.5558239619081577,0.022039571413603975
55,2,1112.000,0.3637659231045555,0.014424072349409007
55,2,1144.000,-0.5658041793764631,0.022435307709068614
55,2,1157.000,-0.12861401111061863,0.005099811949328864
55,2,1173.000,0.9245070602253054,0.03665861994554221
55,2,1174.000,0.939867039893522,0.03726767495577782
55,2,1179.000,0.8675723695188996,0.03440104152551968
55,2,1185.000,0.6714526473818578,0.02662448830385466
55,2,1227.000,0.2952373696653171,0.011706773256707001
55,2,1317.000,-1.132783177732838,0.044917199424190035
55,2,1353.000,-0.7774127870722823,0.03082602732654336
55,2,1406.000,-0.9187775981022859,0.036431434904457764
55,2,1419.000,-0.3879619345062908,0.015383494320678816
55,2,1509.000,0.8449929480220167,0.033505720692553066
55,2,1518.000,0.7302473624758392,0.028955820543666255
55,2,1533.000,0.5720809523978879,0.022684194760964973
55,2,1547.000,0.46823228339096934,0.01856637992454039
55,2,1579.000,0.321168019422037,0.012734977231851225
55,2,1591.000,0.27630812703547053,0.010956189576734464
55,2,1605.000,0.23730028569521902,0.009409447867439349
