Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,LV,Max Variables,accuracy,recall,precision,f1,cutoff,nLV
483,0,1.0,2101,2101 wavelengths,8.0,2101.0,0.775,0.7894736842105263,0.75,0.7692307692307693,0.5,8.0
483,1,0.9321393627296657,1032,1032 wavelengths,9.0,1958.0,0.75,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5,9.0
483,2,0.8688837915500671,667,667 wavelengths,7.0,1826.0,0.725,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
483,3,0.8099207837416151,518,518 wavelengths,7.0,1702.0,0.725,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
483,4,0.7549590432184206,427,427 wavelengths,8.0,1586.0,0.725,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,8.0
483,5,0.7037270414326167,385,385 wavelengths,7.0,1479.0,0.725,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.5,7.0
483,6,0.6559716759366322,351,351 wavelengths,8.0,1378.0,0.675,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,8.0
483,7,0.611457019976283,322,322 wavelengths,8.0,1285.0,0.7,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5,8.0
483,8,0.569963156937273,304,304 wavelengths,8.0,1197.0,0.675,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,8.0
483,9,0.531285093886898,295,295 wavelengths,8.0,1116.0,0.675,0.631578947368421,0.6666666666666666,0.6486486486486487,0.5,8.0
483,10,0.4952317488435037,275,275 wavelengths,8.0,1040.0,0.65,0.631578947368421,0.631578947368421,0.631578947368421,0.5,8.0
483,11,0.46162500677048124,272,272 wavelengths,8.0,970.0,0.65,0.631578947368421,0.631578947368421,0.631578947368421,0.5,8.0
483,12,0.430298839631114,263,263 wavelengths,8.0,904.0,0.65,0.631578947368421,0.631578947368421,0.631578947368421,0.5,8.0
483,13,0.4010984861570612,247,247 wavelengths,8.0,843.0,0.65,0.631578947368421,0.631578947368421,0.631578947368421,0.5,8.0
