Run,Iteration,Ratio,Selected Variables,Selected Wavelengths,LV,Max Variables,accuracy,recall,precision,f1,cutoff,nLV
226,0,1.0,2101,2101 wavelengths,4.0,2101.0,0.6666666666666666,0.5789473684210527,0.6875,0.6285714285714286,0.5,4.0
226,1,0.9321393627296657,1023,1023 wavelengths,7.0,1958.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,7.0
226,2,0.8688837915500671,744,744 wavelengths,10.0,1826.0,0.7692307692307693,0.6842105263157895,0.8125,0.7428571428571429,0.5,10.0
226,3,0.8099207837416151,521,521 wavelengths,7.0,1702.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,7.0
226,4,0.7549590432184206,442,442 wavelengths,7.0,1586.0,0.7692307692307693,0.631578947368421,0.8571428571428571,0.7272727272727273,0.5,7.0
226,5,0.7037270414326167,407,407 wavelengths,7.0,1479.0,0.7692307692307693,0.631578947368421,0.8571428571428571,0.7272727272727273,0.5,7.0
226,6,0.6559716759366322,360,360 wavelengths,8.0,1378.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,8.0
226,7,0.611457019976283,323,323 wavelengths,7.0,1285.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,7.0
226,8,0.569963156937273,307,307 wavelengths,6.0,1197.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,6.0
226,9,0.531285093886898,287,287 wavelengths,6.0,1116.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,6.0
226,10,0.4952317488435037,261,261 wavelengths,6.0,1040.0,0.717948717948718,0.631578947368421,0.75,0.6857142857142857,0.5,6.0
226,11,0.46162500677048124,244,244 wavelengths,8.0,970.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,8.0
226,12,0.430298839631114,238,238 wavelengths,8.0,904.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,8.0
226,13,0.4010984861570612,226,226 wavelengths,8.0,843.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,8.0
226,14,0.37387968727827664,218,218 wavelengths,8.0,786.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,8.0
226,15,0.3485079734371394,203,203 wavelengths,6.0,732.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,6.0
226,16,0.3248580002659024,193,193 wavelengths,6.0,683.0,0.7435897435897436,0.631578947368421,0.8,0.7058823529411765,0.5,6.0
226,17,0.30281292934549175,188,188 wavelengths,6.0,636.0,0.7692307692307693,0.6842105263157895,0.8125,0.7428571428571429,0.5,6.0
226,18,0.28226385098640994,181,181 wavelengths,7.0,593.0,0.7948717948717948,0.6842105263157895,0.8666666666666667,0.7647058823529411,0.5,7.0
226,19,0.2631092461800935,166,166 wavelengths,7.0,553.0,0.7948717948717948,0.6842105263157895,0.8666666666666667,0.7647058823529411,0.5,7.0
